"","rownames(resOrderedDF)","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:UTI89_C1709","gene:UTI89_C1709",306.565489676672,1.52861051775798,0.369848169720305,4.13307579408595,3.57940622007343e-05,0.00459754843378321
"gene:UTI89_C0167","gene:UTI89_C0167",529.143792945598,1.93580369133276,0.388661743024792,4.98069008868021,6.33579336847208e-07,0.000139111457106766
"gene:UTI89_C4595","gene:UTI89_C4595",30.0689636815867,-1.0761571972967,0.323688950093921,-3.32466461083843,0.000885249573675501,0.0576534370235989
"gene:UTI89_C0588","gene:UTI89_C0588",2615.18335287364,2.69105170640986,0.399446713511175,6.73694792167711,1.61748120081836e-11,1.86980826814602e-08
"gene:UTI89_C1339","gene:UTI89_C1339",4990.51904241767,1.67060297114145,0.409194199969782,4.08266532434922,4.45221178821978e-05,0.00527872495095596
"gene:UTI89_P016","gene:UTI89_P016",1216.49477848988,2.32449937355388,0.382875737856101,6.07115871736829,1.26990599732797e-09,5.87204533164454e-07
"gene:UTI89_P015","gene:UTI89_P015",1028.24943630293,2.267273964785,0.37547818695738,6.03836399434397,1.55684566553803e-09,6.54441305222533e-07
"gene:UTI89_C4491","gene:UTI89_C4491",8315.79579424653,1.16730376179304,0.362084352139398,3.22384481653504,0.00126481921255016,0.0749810774209225
"gene:UTI89_C1081","gene:UTI89_C1081",3862.56271227741,2.16157749214476,0.389685081448639,5.54698548917803,2.90636852397397e-08,8.39940503428476e-06
"gene:UTI89_C0595","gene:UTI89_C0595",871.357277144816,1.82593405690351,0.408632831056817,4.46839783328528,7.88076364920021e-06,0.00134965374495933
"gene:UTI89_P014","gene:UTI89_P014",1107.7461727194,2.20144745449701,0.395605323448939,5.56475690292664,2.62518116199965e-08,8.39940503428476e-06
"gene:UTI89_C0587","gene:UTI89_C0587",105.324492935968,2.30315014746605,0.408910571743783,5.63240548573826,1.77713242343631e-08,6.32112332766886e-06
"gene:UTI89_C1080","gene:UTI89_C1080",1871.36625427802,1.59247495284619,0.403618766079617,3.9454928429469,7.96360108257773e-05,0.0085636491641487
"gene:UTI89_C1671","gene:UTI89_C1671",1921.4399875221,1.7262072282342,0.401286375650534,4.30168411632669,1.69504843327043e-05,0.00252835611465887
"gene:UTI89_C1118","gene:UTI89_C1118",6323.91598718789,1.22329496147511,0.386789574952962,3.16268855390913,0.00156319468515657,0.0881489295629752
"gene:UTI89_C5073","gene:UTI89_C5073",2376.19615694301,1.36198496481129,0.407707500054838,3.34059335339208,0.000835995701608441,0.056023827887499
"gene:UTI89_C4027","gene:UTI89_C4027",2430.65883224374,1.78135777897818,0.409015309009605,4.35523497468,1.32924252628584e-05,0.00206861129313904
